id_venda,forma_de_pagamento,parcelas,bandeira
1268,debito,1,American Express
1269,pix,0,
1270,boleto,0,
1271,pix,0,
1272,credito,2,Hipercard
1273,credito,2,American Express
1274,pix,0,
1275,credito,1,Elo
1276,credito,2,Hipercard
1277,credito,2,American Express
1278,boleto,0,
1279,credito,3,American Express
1280,debito,1,Hipercard
1281,boleto,0,
1282,credito,10,Mastercard
1283,debito,1,Diners
1284,credito,1,Mastercard
1285,credito,4,Elo
1286,debito,1,Mastercard
1287,credito,2,Visa
1288,pix,0,
1289,pix,0,
1290,debito,1,American Express
1291,debito,1,American Express
1292,boleto,0,
1293,boleto,0,
1294,credito,1,Diners
1295,boleto,0,
1296,credito,1,American Express
1297,boleto,0,
1298,debito,1,Diners
1299,pix,0,
1300,debito,1,Visa
1301,pix,0,
1302,credito,4,Elo
1303,credito,1,Hipercard
1304,credito,4,Elo
1305,credito,3,Hipercard
1306,credito,1,Elo
1307,debito,1,American Express
1308,pix,0,
1309,credito,3,Elo
1310,pix,0,
1311,debito,1,Diners
1312,debito,1,Hipercard
1313,credito,2,Elo
1314,credito,2,Visa
1315,boleto,0,
1316,debito,1,Hipercard
1317,credito,10,American Express
1318,debito,1,Visa
1319,pix,0,
1320,debito,1,Hipercard
1321,credito,3,Visa
1322,debito,1,American Express
1323,credito,2,Mastercard
1324,debito,1,Mastercard
1325,debito,1,Elo
1326,credito,3,Diners
1327,credito,2,American Express
1328,credito,1,Visa
1329,credito,2,Elo
1330,credito,12,Hipercard
1331,debito,1,Diners
1332,debito,1,Diners
1333,pix,0,
1334,pix,0,
1335,pix,0,
1336,credito,3,Mastercard
1337,boleto,0,
1338,boleto,0,
1339,debito,1,Visa
1340,credito,12,American Express
1341,debito,1,Diners
1342,credito,2,Hipercard
1343,credito,1,Elo
1344,credito,12,Mastercard
1345,credito,3,Elo
1346,boleto,0,
1347,debito,1,Diners
1348,credito,3,Mastercard
1349,credito,1,American Express
1350,debito,1,Hipercard
1351,pix,0,
1352,boleto,0,
1353,credito,2,Elo
1354,credito,3,Hipercard
1355,credito,6,Hipercard
1356,credito,1,American Express
1357,debito,1,Elo
1358,credito,4,Visa
1359,pix,0,
1360,credito,2,Hipercard
1361,pix,0,
1362,boleto,0,
1363,pix,0,
1364,credito,1,American Express
1365,credito,2,Visa
1366,boleto,0,
1367,credito,3,Diners
1368,credito,4,Elo
1369,credito,1,Visa
1370,debito,1,Elo
1371,credito,2,Diners
1372,credito,6,Visa
1373,debito,1,American Express
1374,debito,1,Mastercard
1375,pix,0,
1376,pix,0,
1377,debito,1,Visa
1378,debito,1,Elo
1379,debito,1,Hipercard
1380,credito,12,Mastercard
1381,boleto,0,
1382,credito,1,Diners
1383,credito,1,American Express
1384,credito,2,Diners
1385,credito,3,American Express
1386,credito,1,Diners
1387,debito,1,American Express
1388,pix,0,
1389,debito,1,Hipercard
1390,credito,3,American Express
1391,credito,2,Hipercard
1392,credito,3,Visa
1393,debito,1,Mastercard
1394,debito,1,Mastercard
1395,credito,4,Visa
1396,credito,1,Mastercard
1397,credito,3,Mastercard
1398,credito,3,Elo
1399,pix,0,
1400,credito,2,Hipercard
1401,credito,2,Mastercard
1402,credito,12,Visa
1403,credito,4,Elo
1404,credito,4,Diners
1405,pix,0,
1406,boleto,0,
1407,pix,0,
1408,credito,2,American Express
1409,debito,1,American Express
1410,debito,1,Mastercard
1411,pix,0,
1412,credito,1,Visa
1413,credito,6,Elo
1414,pix,0,
1415,debito,1,Hipercard
1416,debito,1,Mastercard
1417,debito,1,Visa
1418,debito,1,Elo
1419,credito,3,Mastercard
1420,debito,1,Elo
1421,debito,1,Elo
1422,credito,4,Diners
1423,boleto,0,
1424,debito,1,American Express
1425,boleto,0,
1426,debito,1,Elo
1427,debito,1,Diners
1428,credito,4,Diners
1429,debito,1,Mastercard
1430,debito,1,Mastercard
1431,debito,1,American Express
1432,boleto,0,
1433,boleto,0,
1434,debito,1,Hipercard
1435,boleto,0,
1436,debito,1,Mastercard
1437,pix,0,
1438,boleto,0,
1439,credito,4,Hipercard
1440,debito,1,American Express
1441,pix,0,
1442,boleto,0,
1443,credito,2,Mastercard
1444,debito,1,American Express
1445,boleto,0,
1446,boleto,0,
1447,credito,3,Diners
1448,debito,1,American Express
1449,credito,1,Diners
1450,credito,1,Mastercard
1451,credito,1,American Express
1452,pix,0,
1453,credito,2,Diners
1454,credito,2,Diners
1455,debito,1,Diners
1456,credito,3,American Express
1457,boleto,0,
1458,credito,3,American Express
1459,debito,1,Mastercard
1460,credito,4,Hipercard
1461,boleto,0,
1462,debito,1,Diners
1463,credito,10,American Express
1464,debito,1,Mastercard
1465,credito,2,Diners
1466,debito,1,Hipercard
1467,boleto,0,
1468,credito,1,American Express
1469,debito,1,Visa
1470,pix,0,
1471,credito,4,Hipercard
1472,debito,1,Diners
1473,boleto,0,
1474,debito,1,Elo
1475,credito,3,Visa
1476,pix,0,
1477,credito,2,Mastercard
1478,credito,1,Diners
1479,boleto,0,
1480,credito,4,Diners
1481,credito,12,Diners
1482,credito,1,Elo
1483,credito,4,Diners
1484,credito,1,Diners
1485,pix,0,
1486,pix,0,
1487,boleto,0,
1488,credito,2,Visa
1489,boleto,0,
1490,debito,1,Diners
1491,credito,1,Elo
1492,pix,0,
1493,credito,4,Visa
1494,debito,1,Visa
1495,boleto,0,
1496,debito,1,Hipercard
1497,credito,2,Elo
1498,boleto,0,
1499,credito,4,American Express
1500,debito,1,American Express
1501,debito,1,Diners
1502,credito,1,American Express
1503,boleto,0,
1504,credito,12,Mastercard
1505,pix,0,
1506,credito,1,Visa
1507,credito,12,Elo
1508,credito,2,Hipercard
1509,boleto,0,
1510,credito,2,Visa
1511,credito,3,Diners
1512,credito,3,Elo
1513,pix,0,
1514,debito,1,Mastercard
1515,debito,1,Mastercard
1516,credito,2,Diners
1517,credito,3,Hipercard
1518,credito,2,American Express
1519,credito,2,Diners
1520,debito,1,American Express
1521,debito,1,Visa
1522,credito,3,Mastercard
1523,debito,1,American Express
1524,debito,1,American Express
1525,boleto,0,
1526,credito,1,Diners
1527,debito,1,Diners
1528,pix,0,
1529,debito,1,Hipercard
1530,boleto,0,
1531,boleto,0,
1532,debito,1,American Express
1533,debito,1,Hipercard
1534,credito,3,Elo
1535,debito,1,Diners
1536,boleto,0,
1537,credito,1,Diners
1538,boleto,0,
1539,debito,1,Diners
1540,pix,0,
1541,credito,1,Hipercard
1542,credito,4,American Express
1543,credito,10,Mastercard
1544,credito,6,Diners
1545,boleto,0,
1546,pix,0,
1547,credito,3,American Express
1548,credito,1,Hipercard
1549,credito,4,Visa
1550,credito,10,Elo
1551,credito,2,Diners
1552,credito,4,Hipercard
1553,credito,6,American Express
1554,debito,1,Diners
1555,pix,0,
1556,credito,2,American Express
1557,debito,1,Visa
1558,boleto,0,
1559,credito,6,Visa
1560,credito,4,Visa
1561,credito,1,Mastercard
1562,credito,6,Diners
1563,pix,0,
1564,credito,6,Visa
1565,debito,1,Mastercard
1566,boleto,0,
1567,credito,3,American Express
1568,credito,2,Hipercard
1569,debito,1,Mastercard
1570,boleto,0,
1571,debito,1,Mastercard
1572,pix,0,
1573,boleto,0,
1574,credito,2,American Express
1575,debito,1,Hipercard
1576,pix,0,
1577,pix,0,
1578,boleto,0,
1579,debito,1,Diners
1580,boleto,0,
1581,credito,2,Diners
1582,debito,1,Hipercard
1583,pix,0,
1584,pix,0,
1585,credito,4,American Express
1586,pix,0,
1587,debito,1,Elo
1588,credito,3,Hipercard
1589,debito,1,Mastercard
1590,debito,1,Elo
1591,debito,1,Visa
1592,boleto,0,
1593,credito,2,Elo
1594,debito,1,Hipercard
1595,credito,12,Diners
1596,credito,2,Diners
1597,pix,0,
1598,credito,4,Visa
1599,debito,1,American Express
1600,credito,10,Hipercard
1601,credito,3,Visa
1602,credito,1,Elo
1603,pix,0,
1604,boleto,0,
1605,credito,3,Mastercard
1606,boleto,0,
1607,pix,0,
1608,debito,1,Elo
1609,pix,0,
1610,debito,1,Visa
1611,debito,1,American Express
1612,pix,0,
1613,credito,1,Visa
1614,credito,1,Elo
1615,credito,4,Elo
1616,debito,1,Hipercard
1617,credito,2,Visa
1618,credito,2,Visa
1619,debito,1,Diners
1620,credito,12,Visa
1621,credito,10,American Express
1622,credito,4,Elo
1623,debito,1,Hipercard
1624,boleto,0,
1625,debito,1,Diners
1626,pix,0,
1627,debito,1,Mastercard
1628,boleto,0,
1629,pix,0,
1630,boleto,0,
1631,debito,1,Visa
1632,credito,6,Elo
1633,debito,1,Visa
1634,debito,1,Elo
1635,credito,2,Hipercard
1636,debito,1,American Express
1637,debito,1,Visa
1638,credito,1,Visa
1639,credito,4,Mastercard
1640,credito,3,American Express
1641,debito,1,Diners
1642,pix,0,
1643,credito,1,Diners
1644,debito,1,Visa
1645,debito,1,American Express
1646,credito,4,Mastercard
1647,debito,1,American Express
1648,credito,2,Diners
1649,pix,0,
1650,credito,1,Diners
1651,credito,3,Visa
1652,boleto,0,
1653,credito,1,Hipercard
1654,credito,3,Diners
1655,credito,6,Visa
1656,credito,1,Mastercard
1657,credito,4,Mastercard
1658,debito,1,American Express
1659,pix,0,
1660,credito,1,Hipercard
1661,debito,1,Hipercard
1662,debito,1,Diners
1663,debito,1,Mastercard
1664,credito,1,American Express
1665,credito,3,Elo
1666,debito,1,Visa
1667,boleto,0,
1668,credito,4,Elo
1669,credito,1,Mastercard
1670,pix,0,
1671,debito,1,Hipercard
1672,debito,1,American Express
1673,debito,1,Elo
1674,credito,4,Diners
1675,pix,0,
1676,credito,3,American Express
1677,boleto,0,
1678,credito,2,Diners
1679,credito,3,Diners
1680,boleto,0,
1681,debito,1,Diners
1682,credito,3,Diners
1683,boleto,0,
1684,credito,4,Hipercard
1685,boleto,0,
1686,credito,1,Visa
1687,debito,1,Elo
1688,boleto,0,
1689,pix,0,
1690,debito,1,Visa
1691,credito,1,Visa
1692,boleto,0,
1693,credito,3,Hipercard
1694,credito,1,Hipercard
1695,credito,2,Hipercard
1696,debito,1,Hipercard
1697,credito,10,Mastercard
1698,debito,1,Diners
1699,debito,1,American Express
1700,credito,3,Visa
1701,credito,12,Visa
1702,debito,1,American Express
1703,credito,3,Hipercard
1704,credito,1,Hipercard
1705,pix,0,
1706,credito,3,American Express
1707,pix,0,
1708,credito,2,Diners
1709,credito,1,Mastercard
1710,credito,4,Hipercard
1711,boleto,0,
1712,boleto,0,
1713,credito,4,Diners
1714,debito,1,American Express
1715,credito,2,Mastercard
1716,credito,10,Elo
1717,debito,1,Hipercard
1718,boleto,0,
1719,debito,1,Elo
1720,debito,1,Hipercard
1721,credito,3,Elo
1722,boleto,0,
1723,credito,12,Diners
1724,credito,2,Mastercard
1725,debito,1,Mastercard
1726,boleto,0,
1727,debito,1,Elo
1728,debito,1,American Express
1729,debito,1,Elo
1730,debito,1,Hipercard
1731,credito,1,American Express
1732,credito,2,Visa
1733,credito,3,American Express
1734,debito,1,Visa
1735,credito,1,Visa
1736,credito,2,Elo
1737,credito,2,Hipercard
1738,credito,3,Mastercard
1739,boleto,0,
1740,credito,1,Elo
1741,credito,1,Elo
1742,credito,4,Hipercard
1743,credito,12,Diners
1744,credito,4,Diners
1745,boleto,0,
1746,credito,2,American Express
1747,debito,1,American Express
1748,pix,0,
1749,credito,1,Mastercard
1750,credito,1,American Express
1751,pix,0,
1752,debito,1,Diners
1753,credito,2,Hipercard
1754,credito,4,Hipercard
1755,pix,0,
1756,credito,2,Elo
1757,pix,0,
1758,credito,2,Hipercard
1759,credito,1,Mastercard
1760,credito,12,American Express
1761,debito,1,Mastercard
1762,credito,2,Elo
1763,boleto,0,
1764,credito,1,Hipercard
1765,credito,4,Visa
1766,credito,1,Elo
1767,credito,1,American Express
1768,pix,0,
1769,debito,1,Hipercard
1770,credito,1,American Express
1771,debito,1,Diners
1772,credito,4,Mastercard
1773,debito,1,Diners
1774,credito,12,Mastercard
1775,credito,2,Hipercard
1776,debito,1,American Express
1777,boleto,0,
1778,debito,1,Mastercard
1779,debito,1,Diners
1780,credito,2,Diners
1781,credito,3,Hipercard
1782,credito,1,Elo
1783,pix,0,
1784,credito,1,Mastercard
1785,credito,2,Mastercard
1786,debito,1,Visa
1787,credito,1,American Express
1788,credito,2,Elo
1789,credito,2,Hipercard
1790,credito,1,Diners
1791,pix,0,
1792,pix,0,
1793,credito,1,Mastercard
1794,debito,1,American Express
1795,debito,1,Diners
1796,pix,0,
1797,credito,3,Diners
1798,pix,0,
1799,credito,1,Diners
1800,credito,1,American Express
1801,credito,4,Visa
1802,credito,1,Hipercard
1803,pix,0,
1804,credito,1,American Express
1805,credito,1,Diners
1806,credito,4,American Express
1807,credito,3,Elo
1808,credito,10,Visa
1809,debito,1,American Express
1810,pix,0,
1811,credito,4,American Express
1812,pix,0,
1813,boleto,0,
1814,credito,1,Visa
1815,credito,1,Mastercard
1816,boleto,0,
1817,debito,1,Mastercard
1818,debito,1,Mastercard
1819,credito,1,Hipercard
1820,credito,2,Elo
1821,boleto,0,
1822,credito,3,Visa
1823,debito,1,Hipercard
1824,pix,0,
1825,credito,2,Hipercard
1826,credito,2,Visa
1827,debito,1,American Express
1828,boleto,0,
1829,credito,1,Mastercard
1830,debito,1,Mastercard
1831,credito,2,Elo
1832,boleto,0,
1833,debito,1,American Express
1834,debito,1,American Express
1835,debito,1,Elo
1836,boleto,0,
1837,debito,1,Hipercard
1838,credito,2,Diners
1839,pix,0,
1840,credito,3,American Express
1841,boleto,0,
1842,debito,1,Mastercard
1843,credito,1,American Express
1844,credito,1,American Express
1845,pix,0,
1846,boleto,0,
1847,boleto,0,
1848,credito,1,Diners
1849,credito,2,Mastercard
1850,debito,1,Mastercard
1851,debito,1,American Express
1852,credito,2,Visa
1853,pix,0,
1854,credito,3,Hipercard
1855,credito,2,Mastercard
1856,credito,3,Visa
1857,credito,1,Mastercard
1858,boleto,0,
1859,credito,2,American Express
1860,debito,1,Elo
1861,credito,4,Diners
1862,debito,1,American Express
1863,credito,1,Visa
1864,boleto,0,
1865,credito,6,Elo
1866,credito,4,Diners
1867,pix,0,
1868,debito,1,Visa
1869,credito,3,Visa
1870,debito,1,Diners
1871,debito,1,Hipercard
1872,credito,3,Hipercard
1873,credito,1,Mastercard
1874,debito,1,Elo
1875,credito,4,Elo
1876,pix,0,
1877,pix,0,
1878,debito,1,Elo
1879,debito,1,Hipercard
1880,credito,2,American Express
1881,credito,2,Visa
1882,boleto,0,
1883,credito,2,American Express
1884,boleto,0,
1885,credito,1,Diners
1886,credito,4,Hipercard
1887,debito,1,Diners
1888,debito,1,Visa
1889,credito,3,Hipercard
1890,debito,1,Elo
1891,credito,2,Visa
1892,debito,1,Hipercard
1893,debito,1,Diners
1894,debito,1,American Express
1895,credito,3,American Express
1896,debito,1,Diners
1897,debito,1,Mastercard
1898,debito,1,Elo
1899,pix,0,
1900,boleto,0,
1901,debito,1,Hipercard
1902,boleto,0,
1903,credito,4,Hipercard
1904,debito,1,Mastercard
1905,credito,1,Mastercard
1906,credito,1,Hipercard
1907,credito,1,Mastercard
1908,boleto,0,
1909,credito,2,Mastercard
1910,boleto,0,
1911,credito,4,Elo
1912,debito,1,Elo
1913,credito,1,Visa
1914,credito,2,Visa
1915,credito,2,Visa
1916,credito,3,Mastercard
1917,credito,4,Elo
1918,credito,4,Mastercard
1919,credito,4,Visa
1920,credito,3,Diners
1921,credito,2,Visa
1922,credito,2,Hipercard
1923,credito,2,Elo
1924,credito,1,Mastercard
1925,debito,1,Diners
1926,pix,0,
1927,credito,3,Visa
1928,debito,1,American Express
1929,debito,1,Elo
1930,credito,1,Visa
1931,pix,0,
1932,credito,3,American Express
1933,debito,1,Elo
1934,credito,2,American Express
1935,debito,1,Visa
1936,credito,2,Mastercard
1937,credito,12,Diners
1938,credito,3,Visa
1939,credito,1,Diners
1940,pix,0,
1941,boleto,0,
1942,credito,3,Diners
1943,credito,4,Visa
1944,credito,4,Hipercard
1945,debito,1,Visa
1946,credito,6,Mastercard
1947,pix,0,
1948,credito,4,Elo
1949,boleto,0,
1950,boleto,0,
1951,pix,0,
1952,debito,1,Mastercard
1953,debito,1,Mastercard
1954,boleto,0,
1955,debito,1,Visa
1956,debito,1,American Express
1957,credito,4,Visa
1958,debito,1,Diners
1959,debito,1,Elo
1960,credito,1,Mastercard
1961,credito,3,American Express
1962,credito,4,Mastercard
1963,debito,1,Mastercard
1964,pix,0,
1965,credito,12,Elo
1966,credito,3,Diners
1967,debito,1,Hipercard
1968,credito,1,Elo
1969,credito,4,American Express
1970,credito,12,Elo
1971,credito,12,Diners
1972,credito,1,Elo
1973,credito,6,Visa
1974,debito,1,Visa
1975,credito,1,Diners
1976,credito,3,Visa
1977,credito,4,Hipercard
1978,debito,1,Mastercard
1979,pix,0,
1980,debito,1,Elo
1981,credito,12,Elo
1982,credito,2,Elo
1983,boleto,0,
1984,credito,2,Hipercard
1985,credito,1,Elo
1986,credito,1,Elo
1987,credito,4,Mastercard
1988,debito,1,Hipercard
1989,debito,1,Visa
1990,debito,1,Visa
1991,boleto,0,
1992,pix,0,
1993,boleto,0,
1994,boleto,0,
1995,credito,3,Diners
1996,debito,1,Visa
1997,debito,1,Elo
1998,debito,1,Visa
1999,credito,1,Diners
2000,pix,0,
2001,debito,1,Diners
2002,credito,2,Diners
2003,debito,1,American Express
2004,credito,2,Diners
2005,credito,1,Mastercard
2006,credito,3,Elo
2007,credito,2,Hipercard
2008,debito,1,Visa
2009,boleto,0,
2010,credito,4,Hipercard
2011,pix,0,
2012,pix,0,
2013,boleto,0,
2014,boleto,0,
2015,credito,3,Mastercard
2016,debito,1,Visa
2017,credito,2,Mastercard
2018,debito,1,American Express
2019,pix,0,
2020,credito,1,Elo
2021,debito,1,Mastercard
2022,credito,3,Diners
2023,credito,2,Diners
2024,debito,1,Elo
2025,credito,1,Mastercard
2026,credito,2,Visa
2027,debito,1,Mastercard
2028,debito,1,Diners
2029,credito,2,Hipercard
2030,credito,4,Diners
2031,credito,4,Hipercard
2032,debito,1,American Express
2033,debito,1,Mastercard
2034,boleto,0,
2035,pix,0,
2036,pix,0,
2037,debito,1,Visa
2038,credito,6,Mastercard
2039,credito,4,Diners
2040,debito,1,Mastercard
2041,pix,0,
2042,pix,0,
2043,credito,3,Mastercard
2044,credito,1,American Express
2045,credito,1,American Express
2046,boleto,0,
2047,pix,0,
2048,debito,1,Elo
2049,credito,4,Elo
2050,pix,0,
2051,boleto,0,
2052,debito,1,Visa
2053,pix,0,
2054,credito,10,Elo
2055,pix,0,
2056,pix,0,
2057,credito,6,Hipercard
2058,debito,1,Elo
2059,debito,1,Visa
2060,boleto,0,
2061,credito,2,American Express
2062,boleto,0,
2063,boleto,0,
2064,boleto,0,
2065,credito,4,Diners
2066,credito,4,Diners
2067,credito,4,Hipercard
2068,debito,1,Visa
2069,pix,0,
2070,debito,1,American Express
2071,debito,1,Hipercard
2072,credito,4,Visa
2073,debito,1,Elo
2074,credito,3,Hipercard
2075,boleto,0,
2076,credito,1,Hipercard
2077,debito,1,Mastercard
2078,boleto,0,
2079,credito,10,Visa
2080,pix,0,
2081,credito,2,Elo
2082,boleto,0,
2083,pix,0,
2084,boleto,0,
2085,credito,1,Diners
2086,debito,1,Visa
2087,debito,1,Diners
2088,credito,3,Visa
2089,credito,2,Hipercard
2090,credito,1,Elo
2091,pix,0,
2092,credito,3,Mastercard
2093,credito,2,Diners
2094,credito,1,Visa
2095,credito,6,American Express
2096,credito,1,American Express
2097,boleto,0,
2098,credito,4,Visa
2099,credito,1,Hipercard
2100,debito,1,American Express
2101,pix,0,
2102,credito,2,American Express
2103,credito,1,Mastercard
2104,pix,0,
2105,credito,6,Visa
2106,credito,6,Elo
2107,debito,1,Elo
2108,pix,0,
2109,credito,4,Diners
2110,debito,1,Visa
2111,debito,1,Hipercard
2112,boleto,0,
2113,debito,1,Mastercard
2114,pix,0,
2115,credito,3,Mastercard
2116,pix,0,
2117,credito,2,Visa
2118,pix,0,
2119,debito,1,American Express
2120,credito,2,American Express
2121,pix,0,
2122,pix,0,
2123,pix,0,
2124,debito,1,Diners
2125,debito,1,American Express
2126,credito,1,Visa
2127,credito,1,Elo
2128,pix,0,
2129,boleto,0,
2130,debito,1,American Express
2131,pix,0,
2132,pix,0,
2133,debito,1,Diners
2134,debito,1,Diners
2135,credito,3,Mastercard
2136,credito,2,Hipercard
2137,pix,0,
2138,credito,1,Elo
2139,debito,1,Hipercard
2140,debito,1,Visa
2141,credito,1,American Express
2142,pix,0,
2143,credito,4,Diners
2144,debito,1,Visa
2145,credito,2,Elo
2146,boleto,0,
2147,pix,0,
2148,credito,1,Visa
2149,credito,4,Elo
2150,credito,1,Mastercard
2151,credito,3,Visa
2152,pix,0,
2153,debito,1,Visa
2154,credito,1,American Express
2155,credito,1,American Express
2156,boleto,0,
2157,credito,2,Mastercard
2158,debito,1,American Express
2159,boleto,0,
2160,debito,1,Elo
2161,boleto,0,
2162,debito,1,Diners
2163,boleto,0,
2164,debito,1,Diners
2165,credito,1,Diners
2166,pix,0,
2167,pix,0,
2168,boleto,0,
2169,boleto,0,
2170,credito,3,American Express
2171,pix,0,
2172,pix,0,
2173,credito,2,Diners
2174,debito,1,Elo
2175,credito,2,Hipercard
2176,debito,1,Elo
2177,credito,4,Hipercard
2178,boleto,0,
2179,boleto,0,
2180,boleto,0,
2181,debito,1,Mastercard
2182,boleto,0,
2183,debito,1,Visa
2184,pix,0,
2185,credito,10,Elo
2186,credito,1,American Express
2187,credito,3,Mastercard
2188,credito,3,Diners
2189,boleto,0,
2190,credito,3,Diners
2191,credito,3,Hipercard
2192,debito,1,Elo
2193,credito,12,Hipercard
2194,debito,1,Diners
2195,boleto,0,
2196,boleto,0,
2197,pix,0,
2198,credito,1,Visa
2199,debito,1,Mastercard
2200,pix,0,
2201,credito,12,Visa
2202,credito,1,Visa
2203,credito,3,Visa
2204,pix,0,
2205,credito,3,Hipercard
2206,credito,3,Mastercard
2207,credito,2,Visa
2208,debito,1,Mastercard
2209,debito,1,American Express
2210,credito,1,Diners
2211,debito,1,Visa
2212,boleto,0,
2213,pix,0,
2214,boleto,0,
2215,pix,0,
2216,credito,2,Elo
2217,credito,2,Diners
2218,debito,1,American Express
2219,boleto,0,
2220,credito,3,Diners
2221,debito,1,American Express
2222,debito,1,Visa
2223,credito,4,Diners
2224,credito,10,Hipercard
2225,pix,0,
2226,credito,2,Hipercard
2227,boleto,0,
2228,debito,1,Elo
2229,credito,10,Visa
2230,credito,1,Mastercard
2231,debito,1,Elo
2232,credito,1,Hipercard
2233,debito,1,Hipercard
2234,credito,3,Hipercard
2235,pix,0,
2236,pix,0,
2237,credito,1,American Express
2238,debito,1,Diners
2239,debito,1,Mastercard
2240,pix,0,
2241,debito,1,Diners
2242,credito,2,Elo
2243,boleto,0,
2244,pix,0,
2245,credito,3,Mastercard
2246,credito,2,Visa
2247,credito,10,Visa
2248,debito,1,Hipercard
2249,pix,0,
2250,pix,0,
2251,credito,3,Diners
2252,pix,0,
2253,debito,1,Hipercard
2254,debito,1,Hipercard
2255,credito,3,Elo
2256,credito,2,Visa
2257,credito,1,Diners
2258,credito,1,Elo
2259,debito,1,Diners
2260,credito,1,Hipercard
2261,boleto,0,
2262,boleto,0,
2263,boleto,0,
2264,pix,0,
2265,credito,1,American Express
2266,credito,10,Visa
2267,boleto,0,
2268,credito,1,Elo
2269,debito,1,Visa
2270,credito,3,American Express
2271,pix,0,
2272,debito,1,Mastercard
2273,pix,0,
2274,credito,3,Hipercard
2275,pix,0,
2276,debito,1,Diners
2277,debito,1,Elo
2278,boleto,0,
2279,pix,0,
2280,credito,2,Visa
2281,credito,10,Visa
2282,pix,0,
2283,credito,1,Elo
2284,pix,0,
2285,credito,1,Visa
2286,credito,2,Mastercard
2287,debito,1,Elo
2288,credito,3,Hipercard
2289,pix,0,
2290,credito,1,Elo
2291,pix,0,
2292,boleto,0,
2293,credito,2,Diners
2294,credito,3,Diners
2295,credito,2,Hipercard
2296,credito,4,Elo
2297,credito,3,American Express
2298,credito,1,Hipercard
2299,debito,1,Hipercard
2300,boleto,0,
2301,boleto,0,
2302,boleto,0,
2303,credito,3,Visa
2304,credito,1,Hipercard
2305,boleto,0,
2306,pix,0,
2307,boleto,0,
2308,boleto,0,
2309,pix,0,
2310,credito,12,American Express
2311,debito,1,American Express
2312,boleto,0,
2313,debito,1,Visa
2314,debito,1,Mastercard
2315,boleto,0,
2316,credito,10,Elo
2317,credito,2,Elo
2318,credito,2,Visa
2319,credito,1,American Express
2320,debito,1,Hipercard
2321,debito,1,Visa
2322,credito,2,Elo
2323,pix,0,
2324,credito,2,Elo
2325,credito,1,Visa
2326,debito,1,Diners
2327,credito,2,Hipercard
2328,credito,3,Mastercard
2329,boleto,0,
2330,credito,1,Diners
2331,credito,3,Hipercard
2332,credito,2,Diners
2333,credito,1,Visa
2334,credito,2,American Express
2335,credito,2,Mastercard
2336,debito,1,Hipercard
2337,credito,4,American Express
2338,boleto,0,
2339,debito,1,American Express
2340,pix,0,
2341,credito,1,Elo
2342,debito,1,Elo
2343,debito,1,Diners
2344,debito,1,Diners
2345,credito,3,Mastercard
2346,pix,0,
2347,credito,12,Hipercard
2348,credito,1,American Express
2349,credito,2,Diners
2350,debito,1,Visa
2351,debito,1,American Express
2352,debito,1,American Express
2353,credito,2,Elo
2354,credito,12,American Express
2355,credito,6,Visa
2356,credito,1,Mastercard
2357,credito,2,Diners
2358,pix,0,
2359,debito,1,Visa
2360,pix,0,
2361,boleto,0,
2362,debito,1,Visa
2363,debito,1,Diners
2364,debito,1,Diners
2365,debito,1,Diners
2366,credito,2,American Express
2367,debito,1,Diners
2368,credito,2,Visa
2369,pix,0,
2370,debito,1,Visa
2371,debito,1,Hipercard
2372,credito,4,Hipercard
2373,credito,12,Mastercard
2374,pix,0,
2375,pix,0,
2376,credito,2,Elo
2377,pix,0,
2378,boleto,0,
2379,pix,0,
2380,debito,1,Mastercard
2381,debito,1,Mastercard
2382,credito,4,Diners
2383,boleto,0,
2384,credito,1,Mastercard
2385,debito,1,Mastercard
2386,debito,1,Elo
2387,credito,1,American Express
2388,credito,1,Elo
2389,pix,0,
2390,boleto,0,
2391,boleto,0,
2392,boleto,0,
2393,credito,4,Visa
2394,pix,0,
2395,debito,1,Mastercard
2396,credito,4,Diners
2397,pix,0,
2398,credito,2,Elo
2399,pix,0,
2400,pix,0,
2401,debito,1,Visa
2402,credito,2,Hipercard
2403,debito,1,American Express
2404,pix,0,
2405,credito,2,Elo
2406,pix,0,
2407,credito,4,Visa
2408,credito,4,American Express
2409,pix,0,
2410,credito,4,Elo
2411,pix,0,
2412,pix,0,
2413,credito,2,American Express
2414,credito,2,Diners
2415,debito,1,American Express
2416,credito,4,Mastercard
2417,debito,1,Mastercard
2418,pix,0,
2419,boleto,0,
2420,credito,3,Mastercard
2421,boleto,0,
2422,credito,1,American Express
2423,pix,0,
2424,credito,6,Visa
2425,pix,0,
2426,debito,1,Mastercard
2427,boleto,0,
2428,credito,6,Elo
2429,boleto,0,
2430,credito,3,Hipercard
2431,debito,1,Diners
2432,credito,12,Elo
2433,credito,3,Mastercard
2434,credito,3,Elo
2435,boleto,0,
2436,debito,1,Mastercard
2437,boleto,0,
2438,boleto,0,
2439,credito,2,Mastercard
2440,credito,1,Hipercard
2441,credito,10,Elo
2442,pix,0,
2443,credito,2,Visa
2444,credito,4,Visa
2445,debito,1,Hipercard
2446,debito,1,American Express
2447,debito,1,Elo
2448,boleto,0,
2449,credito,1,Mastercard
2450,credito,2,Hipercard
2451,pix,0,
2452,credito,1,Hipercard
2453,pix,0,
2454,credito,1,Mastercard
2455,pix,0,
2456,boleto,0,
2457,credito,4,American Express
2458,boleto,0,
